x,y,true_label
0.073293775,-0.489787613,0
-0.54726368,0.660371173,0
0.689466288,-0.071807685,0
-0.153274928,0.584577717,0
-0.442818273,-0.357890808,0
0.257330718,-0.157842049,0
-0.002048747,-0.065377159,0
0.13502982,0.562992745,0
0.036233963,0.257575517,0
-0.82006884,-0.019487361,0
-0.337292108,-0.487525224,0
-0.351260947,-0.133649376,0
0.366361017,-0.530557087,0
0.012252597,-0.193667773,0
-0.131069238,0.40110313,0
0.215246175,0.534959243,0
-0.061802272,-0.278377045,0
-0.089543527,0.096998717,0
0.070629343,-0.433755229,0
0.036195913,0.091291332,0
1.006989615,0.750737845,0
-0.34129734,-0.114953345,0
-0.585376801,-0.236282806,0
0.126242001,0.482341448,0
-0.291633535,-0.261658576,0
-0.858915612,-0.065066368,0
-0.424965765,-0.211775771,0
-0.350744311,-0.037705022,0
-0.703091357,-0.586818098,0
0.851698845,-0.514969033,0
-0.438714231,0.734765411,0
1.162026868,-0.468626652,0
-0.147299583,0.13662222,0
0.691479058,-0.394742831,0
-0.098111138,0.31093503,0
0.17390643,-0.150462428,0
-0.053529186,-0.549958323,0
-0.095269498,-0.106554996,0
0.092867956,-0.222130888,0
0.188615409,0.405086327,0
0.062171731,0.140702563,0
0.021262139,3.38E-05,0
-0.288623213,0.126597705,0
-0.038914639,0.837267324,0
0.629341961,0.154338621,0
-0.305222884,-0.444964589,0
0.476457181,0.10509969,0
0.192057361,-0.697834395,0
0.370975393,0.181768135,0
-0.444172274,-0.188609923,0
0.105486882,0.020986719,0
-0.116868474,-0.041395307,0
-0.100790951,0.061025005,0
0.588596789,-1.026663376,0
-0.094740106,0.070604969,0
0.118397596,-0.148765833,0
-0.702688713,0.131198193,0
4.863675107,3.233069298,1
4.431914007,3.835737388,1
3.969337827,3.473550745,1
3.832771914,4.650022297,1
4.291327621,4.866155803,1
4.588705944,4.219543339,1
4.871967263,4.219496579,1
4.413994088,3.851714523,1
4.033272908,3.651288088,1
4.494791967,3.410848188,1
4.391175171,3.904674471,1
4.585623547,4.375434494,1
4.910323079,4.365387346,1
3.213979872,3.966523414,1
3.413996404,3.740860079,1
4.755614217,4.318766905,1
3.650534786,3.493141317,1
4.016391046,3.391719925,1
3.664429861,4.156004736,1
4.577656018,4.304380736,1
2.854355246,4.152183365,1
4.036016787,4.206945143,1
4.808104841,2.968380862,1
3.704448287,4.295453161,1
3.2092028,4.737974524,1
4.184178306,4.423291993,1
3.714528169,4.406881845,1
4.534235778,4.11643901,1
4.117200446,4.13517162,1
3.568327368,3.92623566,1
3.923738734,4.191696932,1
4.499912123,3.470731959,1
3.937495485,4.740727774,1
3.628205886,3.588874991,1
4.101153096,4.422192595,1
4.005713028,4.664480295,1
4.428396991,4.420910033,1
4.277058251,5.16382655,1
3.897419156,2.998238854,1
4.802127181,3.771150285,1
4.053940222,4.654775342,1
3.198870229,3.374176393,1
3.199361031,3.602931855,1
4.219818303,4.262093921,1
4.13813709,3.293617058,1
2.844948282,4.027176793,1
3.764111983,4.229692886,1
4.350976813,4.069120716,1
4.380066543,4.114605687,1
4.265032353,3.647663369,1
3.910194293,4.098388048,1
4.410264238,3.803129414,1
4.260583628,3.867080604,1
3.941228916,4.414759521,1
3.003469814,3.351763836,1
3.258907301,2.83319194,1
3.66086778,4.37471695,1
3.857557967,4.098895041,1
4.544608748,4.663843066,1
3.965431033,4.676792945,1
4.046063329,3.581300888,1
3.702799824,3.259731744,1
3.555933073,3.820991656,1
4.40179251,4.860384916,1
3.308909242,4.196413734,1
3.47972803,4.237348544,1
3.934456675,3.084547087,1
4.464148496,3.697499644,1
3.733049881,3.465123794,1
3.672858362,4.21394522,1
3.90537783,4.164331001,1
4.180960927,4.660330828,1
3.828606925,3.261571092,1
4.533611208,3.834255914,1
4.557296222,4.191688557,1
3.934431235,4.174387947,1
4.97550628,5.038490265,1
4.034690568,4.080095297,1
4.538120079,3.577169484,1
4.166535186,3.987068576,1
4.156954106,3.583315597,1
3.205216253,2.963508282,1
3.441307944,3.770662358,1
3.853404207,4.968615581,1
4.552996685,3.518954442,1
4.173854226,3.796460882,1
3.857818081,4.092662825,1
4.309585558,3.830370758,1
4.531925766,3.429030887,1
4.003169531,5.298836863,1
4.111539871,4.716607253,1
4.045760089,4.290388548,1
3.971608403,3.914796209,1
3.610258802,4.215150679,1
3.574231405,4.332792618,1
4.542643502,4.183265704,1
3.856875633,4.22698279,1
3.845663472,4.467773563,1
3.084296958,3.832196316,1
3.004594002,3.252469585,1
4.681931115,4.447592491,1
3.640259883,3.248748272,1
2.517735581,3.728252246,1
5.210207506,4.217442136,1
3.720213857,4.232540105,1
3.219520824,3.851338319,1
4.049738737,3.956949674,1
4.395403061,4.172322613,1
4.334163009,3.655813859,1
4.448907704,4.814468474,1
3.51492524,3.556152172,1
4.667892168,3.904328007,1
4.701910696,3.778732144,1
4.727522788,4.065742908,1
4.129114412,4.782359011,1
3.819114761,3.529438952,1
3.775717896,4.226166975,1
3.217120464,4.318735451,1
3.730614341,4.57390633,1
2.802869848,3.606717112,1
3.156765924,3.586885267,1
4.123832951,3.910386687,1
3.873311216,3.920407564,1
4.10169412,3.495731979,1
4.35342482,4.331332985,1
4.192518969,4.278266721,1
4.148209,5.017536651,1
3.956452914,3.846458391,1
3.62323621,3.483868665,1
3.377764106,3.555601343,1
3.964659809,4.167147564,1
4.025571029,3.617232361,1
4.450092282,4.369706336,1
3.920175846,3.673541928,1
4.27421396,4.093986794,1
3.27593637,3.966009872,1
4.131017906,3.550152607,1
4.094921696,3.272588757,1
4.66809305,4.623974993,1
3.873741333,4.181727169,1
2.795039017,3.42182617,1
3.85311054,3.463933489,1
4.357198241,4.998648265,1
3.41169264,3.581268298,1
4.117724184,4.805558074,1
3.388812844,4.124518061,1
4.910649425,3.174120426,1
3.359465397,3.788196697,1
3.739705794,4.406300644,1
4.12082986,3.11251897,1
2.272550931,6.955764173,2
1.163119757,6.633782416,2
3.015799115,6.277271382,2
1.817750333,7.035374133,2
1.185614966,6.583671245,2
1.068924871,6.224454508,2
1.197335638,6.50029596,2
3.010376677,6.117882746,2
2.396725739,6.938560773,2
3.051934459,6.162203758,2
2.993431506,6.355129127,2
1.48014288,6.846504235,2
1.417667504,6.735077137,2
1.254301145,6.642088102,2
1.078101769,6.414662206,2
1.3236596,6.72281217,2
1.212799299,6.568648002,2
3.000687336,6.155155449,2
2.721951265,6.655000405,2
1.638072867,6.898436592,2
1.083645012,6.437814261,2
2.979802446,6.013852938,2
1.953495997,7.011136382,2
1.464166892,6.860459112,2
2.938952132,6.087588473,2
2.297625965,6.929448038,2
0.985211162,6.34518012,2
1.516434291,6.808289754,2
2.656305107,6.60728801,2
1.188372837,6.404651705,2
2.460160972,6.88947456,2
1.10288773,6.445290571,2
2.586994563,6.802315946,2
1.703046832,7.018294378,2
2.275627675,6.821344052,2
2.66273108,6.775095357,2
0.98967148,6.376132057,2
2.784429517,6.52447305,2
2.946393215,6.258301887,2
2.458504628,6.846109585,2
1.396555811,6.740553944,2
1.19089949,6.559460705,2
0.928634085,6.004229581,2
2.651838202,6.8759484,2
2.280403666,6.942370415,2
2.99562201,6.456416444,2
1.766531321,6.974193609,2
0.912346882,6.008269083,2
1.412730239,6.803620634,2
1.70338964,6.961858107,2
2.337787753,6.960614808,2
0.881846697,6.304764395,2
2.010098953,7.042515365,2
2.879960894,6.395212511,2
2.430315741,6.95607298,2
2.960129455,6.205658658,2
2.785625986,6.578287497,2
3.043819918,6.058000055,2
2.146476352,6.990785372,2
1.584088852,6.924699692,2
2.472994436,6.881858988,2
2.251693706,6.985186181,2
0.98712564,6.130512876,2
1.357448904,6.63467393,2
1.867731083,7.024828277,2
2.595612424,6.741252186,2
1.120273391,6.295045331,2
2.737266184,6.671271911,2
2.523770349,6.856784894,2
1.073800039,6.272039323,2
1.903473242,7.037069094,2
1.356456827,6.675380081,2
1.724485114,6.940112323,2
1.549966336,6.86013806,2
2.587978761,6.805994836,2
2.736134081,6.697271436,2
2.502530584,6.80573776,2
2.91509693,6.48614539,2
1.074039178,6.38588433,2
2.569979341,6.703475356,2
1.826824635,6.885291675,2
1.206547488,6.607619587,2
1.230481568,6.62118171,2
2.191364116,6.976250226,2
2.074416455,6.995824233,2
0.988862094,6.016831891,2
1.453873901,6.893731696,2
1.211215601,6.519418008,2
1.102368771,6.283716075,2
1.257448211,6.585040894,2
2.847567357,6.557431542,2
1.793843627,7.042050393,2
2.928729442,6.307884415,2
1.595657319,6.775875806,2
1.094185053,6.127902206,2
1.961677291,6.957581627,2
2.203191563,6.950640812,2
2.973376828,6.110071076,2
1.006060655,6.126279106,2
2.9333209,6.313018257,2
3.043714784,6.135448129,2
2.691596031,6.674711566,2
2.936678083,6.195605097,2
2.143899634,7.013781906,2
1.953359213,6.922039002,2
2.566208998,6.847794899,2
2.992273898,6.160231464,2
2.932242163,6.34093203,2
2.383117357,7.009135895,2
2.951425209,6.183131598,2
1.356749529,6.896030535,2
2.786886712,6.598659508,2
2.545314141,6.760925601,2
2.327656059,6.94849654,2
2.245055161,6.913903281,2
2.962399109,6.005021139,2
2.957291559,6.351696303,2
1.066272109,6.429513809,2
2.968884345,6.003753264,2
1.973077682,7.049024845,2
2.034882849,7.05730011,2
2.53660484,6.927816161,2
2.219739453,7.002674728,2
1.175718058,6.679374342,2
1.204456354,6.433444311,2
2.672880082,6.718118654,2
2.506263329,6.811711871,2
2.727920594,6.694326819,2
2.06141249,6.969484383,2
1.460081684,6.83183018,2
2.82466207,6.719031581,2
2.502747711,6.854602113,2
1.003623584,6.22145277,2
2.976902953,6.150228357,2
2.123399536,6.99617178,2
1.383047162,6.787382343,2
2.91031653,6.465466118,2
3.046566531,6.156920694,2
2.981940078,6.4553217,2
1.01736257,6.256174455,2
3.029041775,6.029943748,2
2.782269458,6.525622742,2
2.990801767,6.097690785,2
2.984412499,6.356610907,2
1.61548133,6.969854118,2
2.733109845,6.695573775,2
1.77471228,7.019729903,2
1.713559066,6.983682058,2
1.056374618,6.482911588,2
3.014355417,6.015110474,2
1.120168838,6.436627528,2
1.628311645,6.946421611,2
2.744330199,6.417593194,2
1.22934176,6.666889012,2
1.265236632,6.358550973,2
2.637460518,6.654769854,2
1.010508941,6.258059182,2
2.145993065,7.013414547,2
1.699323533,6.89259671,2
1.036726304,6.046489835,2
2.450285736,6.969016414,2
1.187531992,6.540442814,2
2.60063269,6.936007015,2
1.192515289,6.589725755,2
1.682441776,6.969730182,2
2.840637446,6.67937606,2
2.268571038,6.970059395,2
2.514915809,6.7982099,2
2.964721906,6.241596769,2
2.993837959,6.093424876,2
2.432169712,6.825476513,2
2.985443919,6.058997458,2
2.835664926,6.478353473,2
1.320077774,6.795158875,2
1.390789675,6.795189891,2
1.328344065,6.721663816,2
2.540471844,6.835045016,2
1.048601735,6.34245876,2
1.700513126,6.986377302,2
2.876522062,6.366382879,2
2.852930674,6.413597346,2
1.398411459,6.866954405,2
2.838349373,6.506321732,2
1.978714207,6.928914049,2
0.97815064,6.02641174,2
3.023087398,6.012881619,2
2.922211816,6.04807872,2
0.98876461,6.021972977,2
1.727556772,7.000342793,2
2.938817778,6.395487342,2
1.021627982,6.327085377,2
1.135098015,6.34124416,2
1.884639689,7.00998514,2
1.63229603,6.913652429,2
2.637986445,6.738428734,2
3.030412324,6.164926257,2
1.685606024,7.026915046,2
2.654959038,6.870927708,2
1.475985015,6.928014483,2
1.134213508,6.489357167,2
7.923264196,1.960093723,3
7.645413539,1.578458513,3
8.488503758,1.464430412,3
6.624855676,1.25131616,3
8.260692453,1.501795975,3
7.908251972,1.902047545,3
7.050190245,1.953748898,3
7.954611124,0.759112148,3
9.230765749,1.199553154,3
5.513885588,0.872973774,3
6.274745807,1.531303991,3
7.171379393,1.297900819,3
8.243642359,1.703925217,3
7.879257445,1.745897074,3
8.239361602,0.235227995,3
7.062674097,0.191873961,3
7.543271912,1.497220217,3
8.75463873,2.212580636,3
7.743330058,1.199783354,3
8.082193335,1.183249418,3
7.498328818,2.09168179,3
6.830674385,1.983407184,3
8.312881642,0.92712491,3
8.668672954,1.919139807,3
7.622311065,1.042605925,3
6.468952778,1.177402454,3
8.151113356,0.9266249,3
8.025014698,0.754946683,3
7.255117699,1.565788653,3
10.43415617,0.673610607,3
9.26641748,1.589905448,3
7.993406302,1.571008748,3
8.033672182,1.407788937,3
9.244860218,1.226117313,3
8.858681487,1.113379728,3
7.427697784,0.856822469,3
8.046028464,2.367075574,3
7.407172584,1.381868581,3
6.162459644,1.362424408,3
5.588646888,0.952273208,3
7.772143255,2.291407919,3
10.87105303,1.148048949,3
9.222360188,1.646251488,3
7.318502824,1.759556671,3
7.57429978,1.566237435,3
7.010000205,0.661134204,3
5.647649757,1.89194693,3
7.167959892,1.14234666,3
7.510206752,1.976959352,3
7.716436732,1.106367038,3
8.971551547,2.447511302,3
8.093467986,2.084198107,3
8.990351996,2.17805959,3
8.236919013,1.859008228,3
8.123592688,0.841597395,3
8.340867788,0.686511617,3
6.546480654,2.282139041,3
8.508264195,2.392438974,3
7.17399074,0.808650695,3
7.211475364,1.561218778,3
7.59478646,2.180208287,3
7.06647549,1.711220683,3
6.313647421,1.770190367,3
7.50373026,1.050111997,3
7.217004765,1.389494552,3
7.175813845,2.562804745,3
7.381864797,1.353662334,3
4.983058851,0.963475589,3
7.184311891,1.088488394,3
9.158049112,1.401037335,3
9.046133099,1.53702278,3
7.544673404,1.446722131,3
7.504555502,2.531277002,3
4.716467128,0.299072553,3
6.848195003,1.508716729,3
8.32812531,1.783852319,3
7.038904905,2.111426216,3
8.736234484,1.610434699,3
8.655189087,1.663587158,3
6.826220368,1.918690103,3
2.71501812,6.750841991,-1
9.70714775,6.728589588,-1
0.307608148,0.207979212,-1
5.872886549,0.890835816,-1
6.816701569,3.664206508,-1
4.610905222,6.285469248,-1
6.526393261,-1.73422235,-1
-1.406490354,4.015584525,-1
3.834304907,0.601846553,-1
3.023873048,5.579103187,-1
7.919337816,3.612230679,-1
2.62443377,0.706967615,-1
4.263021649,1.147496186,-1
4.769141645,4.766523825,-1
-1.207049469,-1.98932535,-1
0.547325666,6.945114977,-1
5.755489159,-0.280396481,-1
8.683167542,2.699559403,-1
3.71310108,7.355419438,-1
-1.286159694,0.151782746,-1
5.029255902,-0.045134904,-1
6.154324111,0.140922893,-1
-0.810116353,0.069851596,-1
3.072808411,-0.238617008,-1
-0.383695701,6.602818862,-1
1.844766443,1.607586865,-1
-1.336755086,1.573696235,-1
1.177686128,4.104850673,-1
0.464683572,6.883654531,-1
9.155999451,-1.001689428,-1
-0.711164525,-0.846735619,-1
5.434831076,-0.780310358,-1
8.228587815,5.542715149,-1
7.837706299,3.260605269,-1
9.960126538,-1.558248971,-1
2.81517957,1.239366689,-1
9.383745985,3.768609585,-1
7.674291585,-0.296588063,-1
9.743609727,2.986395469,-1
3.924064915,7.708847285,-1
2.568788335,1.975250246,-1
5.017032434,-0.719473895,-1
1.853027517,-0.067916776,-1
-0.760598251,6.661446063,-1
5.071973994,1.586727915,-1
2.904032528,2.315190037,-1
5.597790186,7.267693915,-1
9.193355436,1.914919795,-1
1.951149515,2.510465002,-1
4.815210765,2.618179114,-1
5.905040918,3.543990234,-1
1.84858656,1.457308058,-1
2.543113451,-1.053602318,-1
-0.007248411,5.231138021,-1
2.669160538,0.145389726,-1
4.752068927,5.555395425,-1
1.089068348,6.267898819,-1
9.130058316,3.973945291,-1
6.027371908,-1.474240097,-1
9.346238692,1.924847343,-1
9.086804807,3.789775248,-1
-1.944574414,-1.614580007,-1
6.165025668,3.626680138,-1
-1.681610754,5.434599612,-1
8.225744045,2.964174824,-1
3.589089284,-1.945268912,-1
7.43979655,1.307160667,-1
8.545163437,1.730605876,-1
4.780934928,0.703417882,-1
-0.072940249,5.749079034,-1
3.959085746,3.364879238,-1
9.584991442,7.635799122,-1
8.26770546,-0.123907072,-1
5.131272332,6.781474247,-1
2.493567237,-0.988938341,-1
7.731554827,2.817635514,-1
4.772712164,7.821442963,-1
5.286537166,2.249793857,-1
2.439812414,2.176192927,-1
-0.579211002,5.947505584,-1
8.052602298,0.843971346,-1
1.645559421,6.743342563,-1
-1.712355734,3.204574438,-1
3.564108576,4.901267696,-1
-0.039299598,4.683307408,-1
2.520808094,4.187147782,-1
-1.518859882,2.617271972,-1
4.267010728,0.143264029,-1
-0.32451615,-0.11525697,-1
2.129692937,-1.031898507,-1
9.367837549,2.049940615,-1
7.70763523,7.744171231,-1
-1.03117664,4.516694679,-1
8.456909041,4.34234434,-1
3.148313456,2.310763576,-1
-1.569213368,3.346007513,-1
9.922515961,7.58707526,-1
-1.515209254,5.057970036,-1
1.6211784,7.029891534,-1
-1.458623051,7.35874102,-1
